stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
266,,Njësia Kashar,"Në Rrugën ?Sokrat Miho?, në afërsi të kryqëzimit me Rrugën ?Mikel Maruli?",41.3307141454233,19.7806699391918,,,0,,,0,,
267,,Radio Planet,"në rrugën ""7 Nëntori"", përballë radio ""New Planet""",41.3433239289,19.7574625248,,,0,,,0,,
268,,Radio Planet,"në rrugën ""7 Nëntori"", përballë radio ""New Planet""",41.3430836989,19.7575376103,,,0,,,0,,
269,,Pasqyra,"në rrugën ""7 Nëntori"", tek kryqëzimi me rrugën ""Han""",41.3459700541,19.7538227912,,,0,,,0,,
270,,Pasqyra,"në rrugën ""7 Nëntori"", tek kryqëzimi me rrugën ""Han""",41.3461745696445,19.7533051638861,,,0,,,0,,
271,,Xhamia,"në rrugën ""28 Nëntori"", pas kryqëzimit me rrugën ""Demokracia""",41.3508625756928,19.7454328957527,,,0,,,0,,
272,,Xhamia,"në rrugën ""28 Nëntori"", pas kryqëzimit me rrugën ""Demokracia""",41.3512594429407,19.7446736488381,,,0,,,0,,
273,,Fusha Sportit,"në afërsi të kryqëzimit të rrugës ""28 Nëntori"", me rrugën ""Noz Llaku""",41.3526346327184,19.7418045099371,,,0,,,0,,
274,,Fusha Sportit,"në afërsi të kryqëzimit të rrugës ""28 Nëntori"", me rrugën ""Noz Llaku""",41.3524803617998,19.7420229936813,,,0,,,0,,
275,,100 Vjetori,"Në Rrugën ?Sadik Stavileci?, në afërsi të Shkollës së Mesme të Bashkuar ?100 Vjetori?",41.3530753952667,19.7379724079048,,,0,,,0,,
278,,Tom Plezha,""" Rruga Tom Plezha"" Drejtimi Astir",41.3293848813487,19.7836411619285,,,0,,,0,,
279,,Tom Plezha,"""Rruga JOKLIN PERSI"" Drejtimi Qender",41.3293167613747,19.78405623229,,,0,,,0,,
280,,Kombinati Mishit,"në rrugën ""3 Dëshmorët"", në afërsi të Kombinatit të Mishit Yzberisht",41.3230362711133,19.7818668881788,,,0,,,0,,
281,,Joklin Persi,"në rrugën ""3 Dëshmorët"", para kryqëzimit me rrugën ""Bego Hoxha""",41.3233835249,19.7791142831,,,0,,,0,,
282,,Joklin Persi,"në rrugën ""3 Dëshmorët"", para kryqëzimit me rrugën ""Bego Hoxha""",41.32348393,19.7790473201,,,0,,,0,,
283,,Erzen Lita,"Në Rrugën ""Sokrat Miho"", para kryqëzimit me Rrugën ""Erzen Lita""",41.3342125034432,19.7753994935975,,,0,,,0,,
284,,Loni Ligori,"është në afërsi të kryqëzimit të rrugës ""Sokrat Miho"" me rrugën ""Loni Ligori""",41.3324650554686,19.778339675353,,,0,,,0,,
287,,Kthesa Kamzës,"në afërsi të kryqëzimit të rrugës ""29 Nëntori"" me rrugën ""Agim Hysenbelliu""",41.3406538441,19.7821309042,,,0,,,0,,
288,,Terminal B,"në Rrugën ""Kastriotët"", pranë kompleksit të pallateve ""Malezjane""",41.3440397214688,19.7761180634996,,,0,,,0,,
289,,DPSHTRr,"në rrugën dytësore përbri autostradës Tiranë - Durrës, tek drejtoria e përgjithshme e shërbimeve të transportit rrugor ""Drejtoria Rajonale Tiranë""",41.3603379519461,19.7265234142985,,,0,,,0,,
290,,QTU,"në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë qendrës tregëtare univers",41.3526157309654,19.7488261943186,,,0,,,0,,
291,,Shkolla,"në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë kompanisë VEKO",41.3470084585531,19.7652257468348,,,0,,,0,,
292,,QTU,"Në Rrugën dytësore përbri Autostradës Tiranë - Durrës, pranë Qendrës Tregëtare Univers",41.3528256765873,19.7484539877277,,,0,,,0,,
293,,DPSHTRr,"në rrugën dytësore përbri autostradës Tiranë - Durrës, tek Drejtoria e përgjithshme e shërbimeve të transportit Rrugor ""Drejtoria Rajonale Tiranë""",41.3603016944462,19.7268724694491,,,0,,,0,,
294,,City Park,Pranë Qendrës Tregëtare City Park.,41.3671620262075,19.6887486477716,,,0,,,0,,
295,,Shkolla,"në trugën dytësore përbri autostradës Tiranë - Durrës, pranë kompanisë VEKO",41.3468542048022,19.7654054937864,,,0,,,0,,
296,,Tregu Ushqimor,"në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë tregut agroushqimor",41.3452279485046,19.7700261363182,,,0,,,0,,
297,,Tregu Ushqimor,autostrada Tiranë - Durrës,41.3453633627196,19.7699598915022,,,0,,,0,,
298,,Gryka Kaçanikut,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë kompanisë Coca-Cola",41.3516503081951,19.7518085577822,,,0,,,0,,
299,,Gryka Kaçanikut,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë kompanisë Coca-Cola",41.3516322025765,19.7516364955561,,,0,,,0,,
300,,Yrshek,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë mbikalimit të fshatit Yrshek",41.3548015498,19.74244277,,,0,,,0,,
301,,Yrshek,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë mbikalimit të fshatit Yrshek",41.3547375306,19.7429493956,,,0,,,0,,
302,,Domje,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë mbikalimit të fshatit domje",41.358476934,19.7318451953,,,0,,,0,,
303,,Domje,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë mbikalimit të fshatit domje",41.3583982893,19.732386031,,,0,,,0,,
304,,Radio Stacioni,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë mbikalimit të ish-radiostacionit",41.3635390789,19.714361135,,,0,,,0,,
305,,Radio Stacioni,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë mbikalimit të ish-radiostacionit",41.3634821738,19.7149827276,,,0,,,0,,
306,,Mbikalimi,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë Aurora Group",41.3617829807027,19.7212361402,,,0,,,0,,
307,,Mbikalimi,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë Aurora Group",41.361736052,19.7218366181,,,0,,,0,,
308,,Qafë Kashar,është në rrugën dytësore përbri autostradës Tiranë - Durrës,41.3694710810823,19.6993960565621,,,0,,,0,,
309,,Qafë Kashar,është në rrugën dytësore përbri autostradës Tiranë - Durrës,41.3696093751193,19.698110032774,,,0,,,0,,
310,,Megatek,"është në rrugën ""Egnatia"", pranë Qendrës Tregtare Megatek",41.3693732941,19.7066108462,,,0,,,0,,
311,,Megatek,"është në rrugën ""Egnatia"", pranë qendrë Tregtare Megatek",41.3695444556,19.7064666739,,,0,,,0,,
312,,Ura Limuthit,është në rrugën dytësore përbri autostradës Tiranë - Durrës,41.3708877464,19.6913238934,,,0,,,0,,
313,,Ura Limuthit,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë urës së limuthit",41.3709366724,19.6915396264,,,0,,,0,,
314,,DPM,"është në rrugën dytësore përbri autrostradës Tiranë - Durrës, tek DHL",41.3626932879,19.7181684837,,,0,,,0,,
315,,DPM,"është në rrugën dytësore përbri autrostradës Tiranë - Durrës, tek DHL",41.3626432728,19.7179297784,,,0,,,0,,
316,,At Zef Pëllumbi,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, kryqëzimi me rrugën ""Agon""",41.3479736446541,19.7621503127345,,,0,,,0,,
317,,At Zef Pëllumbi,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, kryqëzimi me rrugën ""Agon""",41.3478868073607,19.7626647346115,,,0,,,0,,
318,,Asllan Rusi,"Në Rrugën ?Dritan Hoxha?, përballë Pallatit të Sportit ?Asllan Rusi?",41.3341505542933,19.8015607439263,,,0,,,0,,
319,,Pandi Dardha,"Në kryqëzimin e Rrugës ""Dritan Hoxha"" me Rrugën ""Pandi Dardha"", tek  Drejtoria e Përgjithshme e Doganave Tiranë.",41.3354549638096,19.7979498138843,,,0,,,0,,
320,,Pallatet Arabe,"Në kryqëzimin e Rrugës ?Dritan Hoxha? me Rrugën ?Lord Bajron?, tek shkolla 9-vjeçare ?Ahmet Gashi?",41.3371193953609,19.7931385482504,,,0,,,0,,
321,,Blloku Gintash,"Në Rrugën ?Dritan Hoxha?, përballë Bllokut ?Gintash?.",41.3380177163,19.7903871667,,,0,,,0,,
323,,Kthesa Kamzës,"në afërsi të kryqëzimit të rrugës ""29 Nëntori"" me rrugën ""Agim Hysenbelliu""",41.3410001429,19.7819212756,,,0,,,0,,
325,,Rruga Kastriotët,"Në Rrugën ""Kastriotët"", tek Pallatet e Reja",41.3466884322254,19.7744613129356,,,0,,,0,,
326,,Treshi,"Në Rrugën ""Kastriotët"", pas shinave të trenit tek ""Treshi""",41.3514834687,19.7708885017,,,0,,,0,,
327,,Terminal D,"Në Rrugën ""Kastriotët"", pranë kompleksit të pallateve ""Malezjane""",41.3435687506371,19.7764336172478,,,0,,,0,,
328,,Rruga Kastriotët,"Në Rrugën ""Kastriotët"", tek Pallatet e Reja.",41.3470040380081,19.7739609521831,,,0,,,0,,
329,,Treshi,"Në Rrugën ""Kastriotët"", para shinave të trenit tek ?Treshi?",41.3514458162,19.7706238727,,,0,,,0,,
330,,Ura Paskuqanit,"Në Rrugën ""Kastriotët"", pranë kryqëzimit me Rrugën ?Ali Ibra?.",41.3551349106884,19.7744678495543,,,0,,,0,,
331,,Koder Kamëz,"Në Rrugën ""Kastriotët"", para kryqëzimit me Rrugën ?Gramozi?.",41.3580401439,19.773611205,,,0,,,0,,
332,,Koder Kamëz,"Në Rrugën ""Kastriotët"", pranë kryqëzimit me Rrugën ?Gramozi?",41.3582303358,19.7732139386,,,0,,,0,,
334,,Instituti Bujqësor,Pranë ?Universitetit Bujqësor të Tiranës?,41.3606511723,19.7719208307,,,0,,,0,,
335,,Ura Paskuqanit,"Në Rrugën ?Kastriotët?, pranë kryqëzimit me Rrugën ?Ali Ibra?.",41.3552440691149,19.7747010289422,,,0,,,0,,
336,,Gjethja,"ne rrugen Ibrahim Rugova ( ne muzeun ""Shtepia e Gjetheve)",41.3267358404319,19.8164550331062,,,0,,,0,,
337,,9 Katëshet,"në segmentin e kufizuar nga ""Luigj Gurakuqi"" dhe ""E Dibrës"" sipas sensit të lëvizjes",41.3294274124428,19.8215077390106,,,0,,,0,,
338,,1 Maji,"Në fillim të rrugës ?Ali Demi?, pranë shkollës 9 ? vjeçare ?1Maji?",41.3277080385,19.8289344094,,,0,,,0,,
339,,Ali Demi,"në afërsi të kryqëzimit të rrugës ""Ali Demi"", me rrugën ""Mustafa Gerblleshi""",41.32770686,19.8318358902,,,0,,,0,,
340,,Ali Demi,"në afërsi të kryqëzimit të rrugës ""Ali Demi"", me rrugën ""Mustafa Gerblleshi""",41.3277876927,19.8316747343,,,0,,,0,,
341,,Sheshi Çamëria,"në rrugën ""Ali Demi"", tek sheshi ""Çamëria""",41.3279607092,19.8362652734,,,0,,,0,,
342,,Sheshi Çamëria,"në rrugën ""Ali Demi"", përballë sheshit ""Çamëria""",41.3277374608,19.8356039719,,,0,,,0,,
343,,Kushtrimi Lirisë,"në rrugën ""Ali Demi"", tek shkolla 9 vjeçare ""Kushtrimi i Lirisë""",41.3305915258877,19.8395070671653,,,0,,,0,,
344,,Markata,"në rrugën ""Ali Demi"", përballë shkollës 9 vjeçare ""Kushtrimi i Lirisë""",41.3324265188,19.846080093,,,0,,,0,,
345,,Markata,"në rrugën ""Ali Demi"", përpara kryqëzimit me rrugën ""Bajo Topulli""",41.332645751,19.8462791228,,,0,,,0,,
346,,Poligrafiku,"në rrugën ""Ali Demi"", pas kryqëzimit me rrugën ""Agush Gjergjevica"", tek ish ""Poligrafikut""",41.3336087042,19.8490318248,,,0,,,0,,
347,,Poligrafiku,"në rrugën ""Ali Demi"", pas kryqëzimit me Rrugën ""Agush Gjergjevica"", përballë ish ""Poligrafikut""",41.3336824824,19.8488148307,,,0,,,0,,
348,,Ura Shkozë,"në rrugën ""Ali Shefqeti"", pas kryqëzimit me rrugën ""Fatmir Agalliu""",41.3339646649,19.851678388,,,0,,,0,,
349,,Ura Shkozë,"në rrugën ""Ali Shefqeti"", përpara kryqëzimit me rrugën ""Fatmir Agalliu""",41.3341601358,19.8519707157,,,0,,,0,,
350,,Pallatet Shkozë,"në rrugën ""Ali Shefqeti"", përpara kryqëzimit me Rrugën ""Fransua Pukvil""",41.3347198191948,19.8541794631788,,,0,,,0,,
351,,Pallatet Shkozë,"në rrugën ""Ali Shefqeti"", pas kryqëzimit me rrugën ""Fransua Pukvil""",41.3345278898482,19.8534794422682,,,0,,,0,,
352,,Novruz Qoshja,"në rrugën ""Ali Shefqeti"", para kryqëzimit me rrugën ""Novruz Qoshja""",41.3345730820564,19.8580676164565,,,0,,,0,,
353,,Novruz Qoshja,"në rrugën ""Ali Shefqeti"", para kryqëzimit me rrugën ""Novruz Qoshja""",41.3344461234695,19.8583293623116,,,0,,,0,,
354,,Rruga Spahiu,"në rrugën ""Ali Shefqeti"", pas kryqëzimit me rrugën ""Spahiu""",41.3340839473403,19.863373562183,,,0,,,0,,
355,,Rruga Spahiu,"në rrugën ""Ali Shefqeti"", para kryqëzimit me rrugën ""Spahiu""",41.3341110371852,19.8629665553856,,,0,,,0,,
356,,Banesat Sociale,"në rrugën ""Ali Shefqeti"", përballë banesave sociale shkozë",41.3332036982,19.8649703719,,,0,,,0,,
357,,Banesat Sociale,"në rrugën ""Ali Shefqeti"", para kryqëzimit me rrugën ""Spahiu""",41.3331093985436,19.8648950598472,,,0,,,0,,
358,,Autotraktorët,"në rrugën ""Ali Shefqeti"", tek hyrja e ish kombinatit të autotraktorëve",41.3324783326,19.8679371157,,,0,,,0,,
359,,Autotraktorët,"në rrugën ""Ali Shefqeti"", tek hyrja e ish kombinatit të autotraktorëve",41.332323611,19.8680538792,,,0,,,0,,
360,,Kushtrimi Lirisë,"në rrugën ""Ali Demi"", tek shkolla 9 vjeçare ""Kushtrimi i Lirisë""",41.3305878298743,19.8399436117816,,,0,,,0,,
361,,Lanabregas,"tek rrethrotullimi që lidh nyjet e rrugëve ""Ali Shefqeti"", ""Lana Bregas"" dhe rrugës ""Surrel""",41.3318118991524,19.8704718587613,,,0,,,0,,
362,,Harry Fultz,"rruga  ""Asim Vokshi"", përballë shkollës ""Harry Fultz""",41.3351545368112,19.8118422130789,,,0,,,0,,
363,,Don Bosko,"rruga  ""Asim Vokshi"", pas kryqëzimit me rrugën ""Don Bosko""",41.33443887734,19.807517224961,,,0,,,0,,
364,,Vizion Plus,"Në Rrugën ?Don Bosko?, përball televizionit ?Vizion Plus?",41.3381145966238,19.8036362503279,,,0,,,0,,
365,,Vizion Plus,"Në Rrugën ?Don Bosko?, tek televizioni ?Vizion Plus?",41.3376589299356,19.8037996441392,,,0,,,0,,
366,,Spitali Ushtarak,"Në  Rrugën ?Lord Bajron?, përballë Spitalit Ushtarak",41.3417747791,19.7950369572,,,0,,,0,,
367,,Laprakë,Në kryqëzimin e Rrugës ?Lord Bajron? me Rrugën ?Gjergj Legisi?,41.3383687918,19.7932603418,,,0,,,0,,
368,,Laprakë,Në kryqëzimin e Rrugës ?Lord Bajron? me Rrugën ?Gjergj Legisi?.,41.3383240096,19.7931637186,,,0,,,0,,
369,,Isuf Uka,"Në fillimin e Rrugës ""Migjeni""",41.3486494448,19.7796885071,,,0,,,0,,
370,,Isuf Uka,"Në Rrugën ""Petrit Radovicka"", kryqëzimi me Rugën ""Albanet"" dhe Rrugën ""Isuf Uka""",41.3487783377,19.7793945743,,,0,,,0,,
371,,Vangjel Noti,Në afërsi të kryqëzimit të Rrugës ?Vangjel Noti? me Rrugën ?Gjergj Legisi,41.3411689487,19.7885059301,,,0,,,0,,
372,,Gjergj Fishta,"Në Rrugën ""Petrit Radovicka"", kryqëzimi me Rugën ""Albanet"" dhe Rrugën ?Isuf Uka""",41.3512734644,19.7726241211,,,0,,,0,,
373,,Aleks Buda,Në kryqëzimin e Rrugës ?Lord Bajron? me Rrugën ?Gjergj Legisi?,41.3398324681036,19.7902125859071,,,0,,,0,,
374,,Aleks Buda,Në kryqëzimin e Rrugës ?Lord Bajron? me Rrugën ?Gjergj Legisi?,41.34001749508,19.7901220403549,,,0,,,0,,
375,,Rruga Muzakët,"Në Rrugën ?Don Bosko?, tek shkolla ?Don Bosko?.",41.3390430185288,19.8029256721249,,,0,,,0,,
376,,Rruga Muzakët,"Në Rrugën ?Don Bosko?, tek shkolla ?Don Bosko?.",41.3394537730885,19.8027463414907,,,0,,,0,,
377,,PTUU,"Në Rrugën ?Don Bosko?, përball  Parkut të Transportit Urban të Udhëtarëve. Stacioni",41.3409637975057,19.8016283267835,,,0,,,0,,
378,,PTUU,"Në Rrugën ?Don Bosko?, pranë  Parkut të Transportit Urban të Udhëtarëve.",41.3412810745996,19.8015623640349,,,0,,,0,,
379,,Administrativja,"Në Rrugën ?Don Bosko?, tek Gjykata Administrative",41.3422446728,19.7986063103,,,0,,,0,,
380,,Administrativja,"Në Rrugën ?Don Bosko?, në afërsi të Gjykatës Administrative",41.3423212011,19.7984966691,,,0,,,0,,
381,,Shinat e Trenit,"Në Kryqëzimin e Rrugës ?Vangjel Noti? me Rrugën ?Iliria?, tek shinat e trenit.",41.344486823,19.787670379,,,0,,,0,,
382,,Shinat e Trenit,"Ne kryqëzimin e Rrugës ?Vangjel Noti?me Rrugën ?Buna?, tek shinat e trenit.",41.344699691,19.7876795927,,,0,,,0,,
383,,Mark Bajraktari,Në kryqëzimin e Rrugës ?Petrit Radovicka? me Rrugën ?Mark Bajraktari?.,41.3467100969,19.7824192239,,,0,,,0,,
384,,Mark Bajraktari,"Në Rrugën ?Petrit Radovicka?, kryqëzimi me Rugën ?Albanet? dhe Rrugën ?Isuf Uka?",41.3468643121,19.7821083332,,,0,,,0,,
385,,Skënder Luarasi,"Prane shkolles ""Skender Luarasi",41.3459964899,19.7836935665,,,0,,,0,,
386,,Skënder Luarasi,"Prane shkolles ""Skender Luarasi",41.3461095143,19.7838244368,,,0,,,0,,
387,,Mine Peza,,41.3335646218959,19.8067477068441,,,0,,,0,,
388,,Liceu Artistik,Liceu Artistik ?Jordan Misja?,41.3212558167,19.8256428385,,,0,,,0,,
389,,Filologjiku,Elbasanit,41.3185376316,19.8292870265,,,0,,,0,,
390,,Vilat Gjermane,Elbasanit,41.3171834286,19.8330230381,,,0,,,0,,
391,,Haki Shehu,Elbasanit,41.3146130888,19.8344949968,,,0,,,0,,
392,,Haki Shehu,Elbasanit,41.3130428721,19.8346360587,,,0,,,0,,
393,,Dëshmoret,"Rugën e ?Elbasanit?, Kryqëzimi me Rrugën",41.3112592688,19.8362346119,,,0,,,0,,
394,,Pallati Brigadave,Kuvajt,41.3086881885,19.8371110131,,,0,,,0,,
395,,Spitali Veterinar,Elbasanit,41.3067955605,19.8411205717,,,0,,,0,,
396,,Rrethrrotullimi,Elbasanit,41.3076266134,19.8395170883,,,0,,,0,,
397,,Policia Ushtarake,Elbasanit,41.30553709,19.8431915755,,,0,,,0,,
398,,Policia Ushtarake,Elbasanit,41.3051282707,19.8437752934,,,0,,,0,,
399,,Hamid Dalipi,Elbasanit,41.3010502735792,19.8477748813973,,,0,,,0,,
400,,Hamid Dalipi,Elbasanit,41.3016148997222,19.8466066,,,0,,,0,,
401,,Panorama Liqenit,"Rrugën e ""Elbasanit"", përballë Hotel Gjuta",41.299103759,19.8507714358,,,0,,,0,,
402,,Panorama Liqenit,"Në Rrugën e ""Elbasanit"", përballë Hotel Gjuta",41.2989889473,19.8506764565,,,0,,,0,,
403,,Haxhi Dushku,"""Rruga E Elbasanit"" Drejtimi per ne TEG",41.2937165036986,19.8527394089732,,,0,,,0,,
404,,Shefqet Ndroqi,"""RRuga Shefqet Ndroqi"" Drejtimi Senatorium",41.3075192485,19.8412172738,,,0,,,0,,
405,,Nuri Arapi,"""Rruga Shefqet Ndroqi"" Drejtimi Senatorium",41.3093739949,19.8444294776,,,0,,,0,,
406,,Nuri Arapi,"""Rruga Shefqet Ndroqi"" Drejtimi Qender",41.3094051289,19.8440993283,,,0,,,0,,
407,,Sanatorium,"""Rruga Shefqet Ndroqi"" Senatoriumi",41.3127359557,19.8437352983,,,0,,,0,,
408,,Vilat Gjermane,Elbasanit,41.3165002532,19.8331392277,,,0,,,0,,
409,,Rrethrrotullimi,Hyrja e Unazes se Madhe,41.3072242234984,19.84001295202,,,0,,,0,,
410,,Seit Bathorja,Autostrada Tirane -Elbasan,41.3033558605372,19.8350550568043,,,0,,,0,,
411,,Seit Bathorja,Autostrada Tirane -Elbasan,41.3032738105841,19.8350597574128,,,0,,,0,,
412,,Ibrahim Braja,Selim Brahja,41.3011729881,19.8312637148,,,0,,,0,,
413,,Ibrahim Braja,Selim Brahja,41.3012431354,19.8316967207,,,0,,,0,,
414,,Sauk i Vjeter,Selim Brahja,41.2995076504514,19.8300555222231,,,0,,,0,,
415,,Posta 1,Tek Posta në Rrugën e ?Elbasanit?.,41.3242620829,19.8251444332,,,0,,,0,,
416,,Uzina Dinamo,Tek Shinat e Trenit (fundi i Rrugës ?Jordan Misja?).,41.3473527113,19.8066919464,,,0,,,0,,
417,,Ali Progri,Pranë kryqëzimit të Rrugës ?Jordan Misja? me Rrugën ?Demir Progri?.,41.3436629497,19.8086553662,,,0,,,0,,
418,,Ali Progri,Pranë kryqëzimit të Rrugës ?Jordan Misja? me Rrugën ?Demir Progri?.,41.3437630071,19.8087274583,,,0,,,0,,
419,,Burgu,"Tek Rruga ?Reshit Petrela?, afër Institucionit të Ekzekutimit të Vendimeve Penale ?Jordan Misja?313.",41.3370008614678,19.8119971869893,,,0,,,0,,
420,,Kolegji,"Tek Rruga ?Reshit Petrela?, afër Institucionit të Ekzekutimit të Vendimeve Penale ?Jordan Misja?313.",41.339251131,19.8110047618,,,0,,,0,,
421,,Vëllezërit Kondi,Në kryqëzimin e Rrugës ?Fuat Toptani? me Rrugën ?Tre Vëllezërit Kondi?.,41.3171268852,19.8345494961,,,0,,,0,,
422,,Vëllezërit Kondi,Në kryqëzimin e Rrugës ?Fuat Toptani? me Rrugën ?Tre Vëllezërit Kondi?.,41.3170143546,19.83467916,,,0,,,0,,
423,,Ambasada Palestinës,Në kryqëzimin e Rrugës ?Fuat Toptani? me Rrugën ?Mahmut Daci?,41.3166238769,19.8362158019,,,0,,,0,,
424,,Ambasada Palestinës,Në kryqëzimin e Rrugës ?Fuat Toptani? me Rrugën ?Mahmut Daci?,41.316663966,19.8364366784,,,0,,,0,,
425,,Jup Kastrati,Në kryqëzimin e dytë të Rrugës ?Fuat Toptani? me Rrugën ?Irfan Tërshana?.,41.3164258997,19.8397632272,,,0,,,0,,
426,,Jup Kastrati,Në kryqëzimin e dytë të Rrugës ?Fuat Toptani? me Rrugën ?Irfan Tërshana?.,41.3165631849,19.839960888,,,0,,,0,,
427,,Biçakët,Në kryqëzimin e Rrugës ?Fuat Toptani? me Rrugën ?Dajti?.,41.3173022805,19.8426418617,,,0,,,0,,
428,,Biçakët,Në kryqëzimin e Rrugës ?Fuat Toptani? me Rrugën ?Dajti?.,41.3174356082,19.8429405613,,,0,,,0,,
429,,Irfan Tërshana,Në kryqëzimin e parë të Rrugës ?Fuat Toptani? me Rrugën ?Irfan Tërshana?.,41.3182012095,19.8457305367,,,0,,,0,,
430,,Irfan Tërshana,Në kryqëzimin e parë të Rrugës ?Fuat Toptani? me Rrugën ?Irfan Tërshana?.,41.3178965632,19.8455424027,,,0,,,0,,
431,,Depo Ujit A,Në kryqëzimin e Rrugës ?Fuat Toptani? me Rrugën ?Pjetër Budi?,41.3223738376,19.8498275379,,,0,,,0,,
432,,Kristaq Capo,Në kryqëzimin e Rrugës ?Pjetër Budi? me Rrugën ?Kristaq Capo?.,41.3210075826,19.8434689955,,,0,,,0,,
433,,Kompleksi,Në kryqëzimin e Rrugës ?Pjetër Budi? me Rrugën me Rrugën ?Dajti,41.3203959830051,19.8399918178501,,,0,,,0,,
434,,Kompleksi,Në kryqëzimin e Rrugës ?Pjetër Budi? me Rrugën me Rrugën ?Dajti,41.3205293527459,19.8397470634071,,,0,,,0,,
435,,Godina 26,"Tek Godina 26, në afërsi të Rrugës ?Pjetër Budi?.",41.3214026199,19.83615109,,,0,,,0,,
436,,Godina 26,"Tek Godina 26, në afërsi të Rrugës ?Pjetër Budi?.",41.3212933877,19.8361272177,,,0,,,0,,
437,,Godina 15,"në rrugën ""Arben Broci"" (Godina 15 familjarët).",41.3197169619,19.835072631,,,0,,,0,,
438,,Godina 15,Në Rrugën ?Arben Broci? (Godina 15 (familjarët).,41.3199297899,19.8348963109,,,0,,,0,,
439,,Posta 1,tek Posta në Rrugën e ?Elbasanit?,41.32369294,19.8247322307,,,0,,,0,,
440,,Liceu Artistik,Liceu Artistik ?Jordan Misja?,41.3213677338,19.8257675663,,,0,,,0,,
441,,Filologjiku,Në rrugën e ?Elbasanit? përballë Fakultetit Histori ? Filologji,41.3188917136,19.8289580625,,,0,,,0,,
442,,Haki Gjici,Në kryqëzimin e Rrugës ?Pjetër Budi?  me Rrugën ?Naum Prifti?.,41.3212596351,19.8449566163,,,0,,,0,,
443,,Ekonomiku,Në rrugën e ?Elbasanit? përballë Fakultetit Histori ? Filologji,41.3188624947,19.8312416069,,,0,,,0,,
444,,Ekonomiku,Në rrugën e ?Elbasanit? përballë Fakultetit Histori ? Filologji,41.3188511696,19.8313467612,,,0,,,0,,
445,,Kolegji,"Tek Rruga ?Reshit Petrela?, afër Institucionit të Ekzekutimit të Vendimeve Penale ?Jordan Misja?313.",41.3391447207,19.8108549126,,,0,,,0,,
446,,Rruga Vjosa,"Tek Rruga ?Reshit Petrela?, afër Institucionit të Ekzekutimit të Vendimeve Penale ?Jordan Misja?313.",41.340916737107,19.8103918421766,,,0,,,0,,
447,,Rruga Vjosa,"Tek Rruga ?Reshit Petrela?, afër Institucionit të Ekzekutimit të Vendimeve Penale ?Jordan Misja?313.",41.3408291179894,19.8102967061343,,,0,,,0,,
448,,Rruga Sejdini,"Tek Rruga ?Reshit Petrela?, afër Institucionit të Ekzekutimit të Vendimeve Penale ?Jordan Misja?313.",41.3454124480481,19.8078265109022,,,0,,,0,,
449,,Burgu,"Tek Rruga ?Reshit Petrela?, afër Institucionit të Ekzekutimit të Vendimeve Penale ?Jordan Misja?313.",41.3368654521841,19.8119286114523,,,0,,,0,,
450,,Binak Alia,Në kryqëzimin e Rrugës ?Shefqet Ndroqi? me Rrugën ?Pjeter Budi? (Stacioni Fillestar),41.3210563348197,19.8533434513231,,,0,,,0,,
451,,Varrezat Tufinë,"Rrugën ?Myslym Keta?, tek sheshi poshtë ?Varrezave Tufinë?",41.3614701483993,19.851724342273,,,0,,,0,,
452,,Instituti Ndërtimit,,41.3597083164827,19.8501655432203,,,0,,,0,,
453,,Elez Isufi,"Në Rrugën ?Myslym Keta?, tek ?Kafe e Rremës?.",41.3572522712763,19.8475598022331,,,0,,,0,,
454,,Profarma,,41.3549903262389,19.846702438461,,,0,,,0,,
455,,Ura Gjirozës,"Në Rrugën ?Myslym Keta?, tek ?Ura?",41.3503758632188,19.8438698444597,,,0,,,0,,
456,,QSUT,"Në Rrugën e ?Dibrës?, mbas kryqëzimit të ?Unazës? me Rrugën e ?Dibrës?.",41.3406814874874,19.8302205303477,,,0,,,0,,
457,,Selvia,"Në Rrugën e ?Dibrës?, tek ?Selvija?",41.3330747062343,19.8227527570725,,,0,,,0,,
458,,Medreseja,"Në Rrugën e ?Dibrës?, tek ?Medreseja?.",41.3381681634208,19.8257890622001,,,0,,,0,,
459,,Shkolla Bashkuar,,41.3445022366663,19.8373391442551,,,0,,,0,,
460,,Shkolla Bashkuar,Ruga Dibres,41.3440953488343,19.8363183554836,,,0,,,0,,
